Movie_Id,release_year,title,original,listed_in,imdbbis5
882,2016,Lock,0.0,"Dramas, International Movies",3.1
883,2012,Luv Shuv Tey Chicken Khurana,0.0,"Comedies, International Movies",3.3
884,2005,"Main, Meri Patni Aur Woh",0.0,"Comedies, International Movies, Romantic Movies",3.65
885,2017,Manje Bistre,0.0,"Comedies, Dramas, International Movies",3.3
886,2016,Motor Mitraan Di,0.0,"Comedies, International Movies",3.2
887,2017,Mountain,0.0,"Action & Adventure, Documentaries, International Movies",3.6
888,2012,Mugamoodi,0.0,"Action & Adventure, International Movies",2.45
889,2011,Muran,0.0,"Action & Adventure, International Movies",3.25
890,2011,My Friend Pinto,0.0,"Comedies, International Movies, Sci-Fi & Fantasy",2.65
891,2018,My Little Pony Equestria Girls: Forgotten Friendship,0.0,Children & Family Movies,3.55
892,2018,My Little Pony Equestria Girls: Rollercoaster of Friendship,0.0,Children & Family Movies,3.15
893,2009,My Suicide,0.0,"Comedies, Dramas, Independent Movies",3.6
894,2014,Naan Sigappu Manithan,0.0,"Action & Adventure, Dramas, International Movies",3.25
895,2013,Nasha,0.0,"Dramas, International Movies, Romantic Movies",1.6
896,2018,Nature: Animals With Cameras,0.0,"Docuseries, Science & Nature TV",3.95
897,2013,Naughty Jatts,0.0,"Comedies, International Movies, Music & Musicals",3.15
898,2016,Needhi Singh,0.0,"Action & Adventure, Dramas, International Movies",3.0
899,2016,Peace Haven,0.0,"Comedies, Dramas, Independent Movies",3.2
900,2015,Phantom,0.0,"Action & Adventure, International Movies",0.0
901,2014,Pizza,0.0,"Horror Movies, International Movies, Thrillers",0.0
902,2013,Pooja Kiven Aa,0.0,"Comedies, International Movies, Music & Musicals",2.55
903,2008,Race,0.0,"Action & Adventure, International Movies, Music & Musicals",0.0
904,2013,Race 2,0.0,"Action & Adventure, International Movies, Music & Musicals",2.65
905,2015,Saadey CM Saab,0.0,"Comedies, Dramas, International Movies",0.0
906,2017,Sat Shri Akaal England,0.0,"Comedies, Dramas, International Movies",2.6
907,2016,Strong,0.0,Reality TV,0.0
908,2012,Thaandavam,0.0,"Action & Adventure, International Movies, Music & Musicals",3.05
909,2018,The Birth Reborn,0.0,"Documentaries, International Movies",0.0
910,2013,Theeya Velai Seyyanum Kumaru,0.0,"Comedies, International Movies, Music & Musicals",3.05
911,2018,Three Wives One Husband,0.0,"British TV Shows, International TV Shows, Reality TV",3.3
912,2016,Tiger,0.0,"Action & Adventure, Dramas, International Movies",0.0
913,2010,Udaan,0.0,"Dramas, Independent Movies, International Movies",4.05
914,2005,V for Vendetta,0.0,"Action & Adventure, Dramas, Sci-Fi & Fantasy",4.1
915,2012,Vettai,0.0,"Action & Adventure, International Movies, Music & Musicals",2.95
916,2009,Wake Up Sid,0.0,"Comedies, International Movies, Romantic Movies",3.8
917,2010,We Are Family,0.0,"Dramas, International Movies",0.0
918,2015,What the Jatt!!,0.0,"Comedies, International Movies, Romantic Movies",2.7
919,2008,Zack and Miri Make a Porno,0.0,"Comedies, Independent Movies, Romantic Movies",3.25
920,2016,Zindagi Kitni Haseen Hay,0.0,"Dramas, International Movies, Romantic Movies",3.1
921,2012,26 Years,0.0,"Dramas, International Movies, Thrillers",3.15
922,2015,April and the Extraordinary World,0.0,"Action & Adventure, Comedies, International Movies",3.65
923,2013,Barbie & Her Sisters in a Pony Tale,0.0,Children & Family Movies,3.1
924,2010,Barbie in A Mermaid Tale,0.0,Children & Family Movies,3.1
925,2015,Barbie in Princess Power,0.0,Children & Family Movies,2.75
926,2015,Barbie in Rock 'N Royals,0.0,Children & Family Movies,3.0
927,2016,Barbie Star Light Adventure,0.0,Children & Family Movies,2.95
928,2010,Barbie: A Fairy Secret,0.0,Children & Family Movies,0.0
929,2011,Barbie: Princess Charm School,0.0,Children & Family Movies,3.2
930,2016,Barbie: Spy Squad,0.0,Children & Family Movies,2.8
931,2012,Barbie: The Princess & the Popstar,0.0,Children & Family Movies,2.85
932,2017,Barbie: Video Game Hero,0.0,Children & Family Movies,2.55
933,2016,Beyblade Burst,0.0,"Anime Series, Kids' TV",3.25
934,2013,Boy and the World,0.0,Children & Family Movies,3.8
935,2016,City in the Sky,0.0,"British TV Shows, Docuseries, Science & Nature TV",4.0
936,2017,Equestria Girls: Tales of Canterlot High,0.0,"Kids' TV, TV Comedies",0.0
937,2017,Food: Delicious Science,0.0,"Docuseries, Science & Nature TV",3.8
938,2017,For Your Own Good,0.0,"Comedies, International Movies",0.0
939,2016,Franca: Chaos and Creation,0.0,"Documentaries, International Movies",3.8
940,2012,Frances Ha,0.0,"Comedies, Dramas, Independent Movies",3.7
941,2017,Generation Iron 2,0.0,"Documentaries, Sports Movies",3.05
942,2016,Ghost Patrol,0.0,"Children & Family Movies, Comedies",2.45
943,2017,Great Yellowstone Thaw,0.0,"Docuseries, Science & Nature TV",3.9
944,2016,I Am Bolt,0.0,"Documentaries, Sports Movies",3.55
945,2013,I'm in Love with a Church Girl,0.0,"Dramas, Faith & Spirituality, Romantic Movies",2.2
946,2016,Ice Guardians,0.0,"Documentaries, International Movies, Sports Movies",3.75
947,2012,Justice in the City,0.0,"International TV Shows, TV Dramas",4.0
948,2014,Kahlil Gibran's The Prophet,0.0,"Children & Family Movies, Dramas",3.55
949,2015,Miss Hokusai,0.0,Anime Features,3.35
950,2016,Monster High: Great Scarrier Reef,0.0,Children & Family Movies,3.05
951,2010,Monster High: New Ghoul at School,0.0,Children & Family Movies,3.4
952,2016,My Life as a Zucchini,0.0,"Comedies, Dramas, International Movies",3.9
953,2016,Nature's Great Race,0.0,"British TV Shows, Docuseries, Science & Nature TV",3.5
954,2015,Phantom Boy,0.0,"Action & Adventure, Dramas, International Movies",3.3
955,2016,PJ Masks,0.0,Kids' TV,2.85
956,2013,Sudden,0.0,"International TV Shows, Romantic TV Shows, TV Dramas",0.0
957,2014,The Code,0.0,"Crime TV Shows, International TV Shows, TV Dramas",3.75
958,2009,The Dream Catchers,0.0,"International TV Shows, Romantic TV Shows, TV Dramas",0.0
959,2016,The Free Man,0.0,"Documentaries, Sports Movies",3.05
960,2016,The Lion Woman,0.0,"Dramas, International Movies",3.3
961,2004,The President's Barber,0.0,"Comedies, Dramas, International Movies",3.45
962,2017,Tokyo Idols,0.0,"Documentaries, International Movies, Music & Musicals",3.4
963,2017,Verónica,0.0,"Dramas, Independent Movies, International Movies",3.1
964,2016,Welcome to Monster High: The Origin Story,0.0,Children & Family Movies,0.0
965,2017,What She Put on the Table,0.0,"International TV Shows, TV Dramas",3.4
966,2016,Wrong Side Raju,0.0,"Dramas, International Movies",4.0
967,2015,Be with Me,0.0,"International TV Shows, Romantic TV Shows, TV Dramas",3.5
968,2015,Be with You,0.0,"International TV Shows, Romantic TV Shows, TV Dramas",3.8
969,2016,Bombshell,0.0,Dramas,0.0
970,2015,Chatô: The King of Brazil,0.0,"Dramas, International Movies",3.05
971,1999,Chewin' the Fat,0.0,"British TV Shows, TV Comedies",4.1
972,2014,Fall in Love with Me,0.0,"International TV Shows, Romantic TV Shows, TV Comedies",3.55
973,2010,Harud,0.0,"Dramas, International Movies",3.3
974,2014,Love Cheque Charge,0.0,"International TV Shows, Romantic TV Shows, TV Comedies",3.9
975,2012,Masha's Spooky Stories,0.0,Kids' TV,2.65
976,2016,Much Ado About Nothing,0.0,"Dramas, Independent Movies, International Movies",0.0
977,2015,Murphy's Law of Love,0.0,"International TV Shows, Romantic TV Shows, TV Comedies",3.65
978,2015,My Big Night,0.0,"Comedies, International Movies",3.0
979,2016,My Little Pony Equestria Girls: Legend of Everfree,0.0,"Children & Family Movies, Comedies",3.2
980,2015,Old Money,0.0,"International TV Shows, TV Comedies, TV Dramas",0.0
981,2016,Pac's Scary Halloween,0.0,Movies,0.0
982,2016,Riphagen - The Untouchable,0.0,"Dramas, International Movies",3.6
983,1985,Robotech,0.0,Anime Series,4.25
984,2015,Someone Like You,0.0,"International TV Shows, Romantic TV Shows, TV Dramas",3.05
985,2015,Umrika,0.0,"Dramas, Independent Movies, International Movies",3.3
986,2016,Unchained: The Untold Story of Freestyle Motocross,0.0,"Documentaries, Sports Movies",3.95
987,2013,Welcome Mr. President,0.0,"Comedies, International Movies",3.1
988,2015,When I See You Again,0.0,"International TV Shows, Romantic TV Shows, TV Comedies",3.8
989,2014,Wakfu: The Quest for the Six Eliatrope Dofus,0.0,Kids' TV,0.0
990,1988,A Stoning in Fulham County,0.0,Dramas,2.9
991,1986,Adam: His Song Continues,0.0,Dramas,3.55
992,1986,Hard Lessons,0.0,Dramas,3.05
993,1990,In Defense of a Married Man,0.0,Dramas,2.8
994,1988,Quiet Victory: The Charlie Wedemeyer Story,0.0,"Dramas, Sports Movies",3.85
995,1987,Strange Voices,0.0,Dramas,3.25
996,1989,The Ryan White Story,0.0,Dramas,3.7
997,1988,Too Young the Hero,0.0,Dramas,3.45
998,1991,Triumph of the Heart,0.0,"Dramas, Sports Movies",0.0
999,1990,Unspeakable Acts,0.0,Dramas,3.1
1000,1991,Victim of Beauty,0.0,"Dramas, Thrillers",2.95
1001,2009,"All's Well, End's Well (2009)",0.0,"Comedies, International Movies, Romantic Movies",2.4
1002,2017,Gabriel and the Mountain,0.0,"Dramas, Independent Movies, International Movies",3.5
1003,2017,Lommbock,0.0,"Comedies, International Movies",3.4
1004,2016,Love O2O,0.0,"International TV Shows, Romantic TV Shows, TV Dramas",4.0
1005,2018,Medal of Honor,1.0,"Docuseries, TV Dramas",4.2
1006,2018,Outlaw King,1.0,"Action & Adventure, Dramas",3.45
1007,2018,Super Drags,1.0,"International TV Shows, TV Comedies",2.8
1008,2018,The Queen of Flow,0.0,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3.85
1009,2018,Westside,1.0,Reality TV,4.0
1010,2015,Case,0.0,"Crime TV Shows, International TV Shows, TV Dramas",3.6
1011,2019,Greatest Events of WWII in Colour,0.0,"British TV Shows, Docuseries, International TV Shows",4.4
1012,2019,Green Eggs and Ham,0.0,"Kids' TV, TV Action & Adventure, TV Comedies",4.15
1013,2012,Hit & Run,0.0,"Action & Adventure, Comedies, Romantic Movies",3.05
1014,2019,Let It Snow,1.0,"Comedies, Dramas, LGBTQ Movies",2.9
1015,2019,Paradise Beach,1.0,"Action & Adventure, Dramas, International Movies",2.2
1016,2018,Hope Springs Eternal,0.0,Dramas,2.4
1017,2017,The Desert Bride,0.0,"Dramas, International Movies",3.25
1018,2015,The Sea of Trees,0.0,Dramas,3.05
1019,2017,Transfers,0.0,"Crime TV Shows, International TV Shows, TV Sci-Fi & Fantasy",3.7
1020,2012,Yes or No 2,0.0,"International Movies, LGBTQ Movies, Romantic Movies",0.0
1021,2015,Yes or No 2.5,0.0,"International Movies, LGBTQ Movies, Romantic Movies",2.65
1022,2016,My Way,0.0,"Documentaries, International Movies",0.0
1023,2016,U Turn,0.0,"International Movies, Thrillers",0.0
1024,2017,Damnation,0.0,"Crime TV Shows, TV Dramas",3.85
1025,2015,Into the Forest,0.0,"Dramas, International Movies, Sci-Fi & Fantasy",2.9
1026,2015,Krisha,0.0,"Dramas, Independent Movies",3.6
1027,2002,Jerry Seinfeld: Comedian,0.0,Documentaries,3.45
1028,2016,P. King Duckling,0.0,"Kids' TV, TV Comedies",3.2
1029,2016,The Journey Is the Destination,0.0,Dramas,3.15
1030,2014,Virunga,1.0,"Documentaries, International Movies",4.1
1031,2019,Burning Cane,0.0,Dramas,2.7
1032,2019,SCAMS,0.0,"Crime TV Shows, International TV Shows, TV Dramas",3.3
1033,2018,Shadow,1.0,"Action & Adventure, Dramas, International Movies",3.5
1034,2017,Let It Fall: Los Angeles 1982-1992,0.0,Documentaries,3.85
1035,2019,Luccas Neto in: Summer Camp,0.0,"Children & Family Movies, Comedies",0.0
1036,2019,Seth Meyers: Lobby Baby,0.0,Stand-Up Comedy,3.75
1037,2017,The Lovers,0.0,"Comedies, Dramas, Independent Movies",0.0
1038,2019,Tune in for Love,1.0,"Dramas, International Movies, Romantic Movies",3.6
1039,2019,Undercover Brother 2,0.0,Comedies,1.7
1040,2019,Voice,0.0,"Crime TV Shows, International TV Shows, TV Dramas",3.9
1041,2018,Bucket List,0.0,"Dramas, International Movies",2.95
1042,2018,John Leguizamo's Latin History for Morons,0.0,Stand-Up Comedy,3.65
1043,2017,Mubarakan,0.0,"Comedies, Dramas, International Movies",2.8
1044,2011,A Holiday Engagement,0.0,"Children & Family Movies, Comedies, Romantic Movies",3.0
1045,2012,Christmas Crush,0.0,"Comedies, Romantic Movies",0.0
1046,2011,Dear Santa,0.0,"Comedies, Romantic Movies",3.2
1047,2009,District 9,0.0,"Action & Adventure, International Movies, Sci-Fi & Fantasy",3.95
1048,1995,Kicking and Screaming,0.0,"Comedies, Independent Movies, Romantic Movies",3.45
1049,2016,Minimalism: A Documentary About the Important Things,0.0,Documentaries,0.0
1050,2019,Oththa Seruppu Size 7,0.0,"Dramas, International Movies, Thrillers",4.35
1051,2019,The Devil Next Door,1.0,"Crime TV Shows, Docuseries",3.8
1052,2017,Williams,0.0,"Documentaries, International Movies, Sports Movies",0.0
1053,2016,"Dana Carvey: Straight White Male, 60",0.0,Stand-Up Comedy,3.2
1054,2015,Qué pena tu serie,0.0,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",3.55
1055,2016,The Ivory Game,1.0,Documentaries,3.95
1056,2019,Chocolate,0.0,"International TV Shows, Korean TV Shows, Romantic TV Shows",3.6
1057,2019,Guatemala: Heart of the Mayan World,0.0,"Documentaries, International Movies",0.0
1058,2019,The Zoya Factor,0.0,"Comedies, Dramas, International Movies",2.15
1059,2018,1983,0.0,"Crime TV Shows, International TV Shows, TV Dramas",3.4
1060,2018,A Christmas Prince: The Royal Wedding,1.0,"Children & Family Movies, Dramas, Romantic Movies",2.6
1061,2018,Angela's Christmas,1.0,Children & Family Movies,0.0
1062,2017,Cloudy with a Chance of Meatballs,0.0,"Kids' TV, TV Comedies",3.45
1063,2018,Death by Magic,1.0,Reality TV,1.9
1064,2018,El club de los insomnes,0.0,"Dramas, International Movies",3.15
1065,2011,Garuda in My Heart 2,0.0,"Children & Family Movies, Dramas, Sports Movies",3.75
1066,2018,Happy as Lazzaro,1.0,"Dramas, Independent Movies, International Movies",3.8
1067,2008,Love,1.0,"Dramas, International Movies, Romantic Movies",0.0
1068,2018,Love and Fortune,0.0,"International TV Shows, Romantic TV Shows, TV Dramas",3.75
1069,2018,Manto,0.0,"Dramas, Independent Movies, International Movies",0.0
1070,2018,Rajma Chawal,1.0,"Comedies, Dramas, International Movies",2.9
1071,2018,The World Is Yours,1.0,"Action & Adventure, Comedies, International Movies",3.2
1072,2018,Time Share,1.0,"Dramas, Independent Movies, International Movies",3.0
1073,2016,When Two Worlds Collide,0.0,"Documentaries, International Movies",3.85
1074,2010,Takers,0.0,Action & Adventure,3.1
1075,2011,Hoodwinked Too! Hood vs. Evil,0.0,"Children & Family Movies, Comedies",2.35
1076,2015,Akulah Balqis,0.0,"International TV Shows, TV Dramas",0.0
1077,2017,Alias Grace,0.0,"Crime TV Shows, International TV Shows, TV Dramas",3.9
1078,2019,Atlantics,1.0,"Dramas, Independent Movies, International Movies",3.4
1079,2018,Crazy people,0.0,"Comedies, International Movies, Thrillers",0.0
1080,2019,I Lost My Body,1.0,"Dramas, Independent Movies, International Movies",3.8
1081,2016,Kalushi: The Story of Solomon Mahlangu,0.0,"Dramas, International Movies",3.15
1082,2018,Lagos Real Fake Life,0.0,"Comedies, International Movies",0.0
1083,2018,Payday,0.0,"Comedies, Independent Movies, International Movies",0.0
1084,2019,Sugar Rush Christmas,1.0,Reality TV,3.4
1085,2017,The Accidental Spy,0.0,"Action & Adventure, Comedies, International Movies",0.0
1086,2019,The Charming Stepmom,0.0,"International TV Shows, Romantic TV Shows, TV Comedies",0.0
1087,2018,The Island,0.0,"Dramas, International Movies, Thrillers",0.0
1088,2019,The Movies That Made Us,1.0,Docuseries,3.95
1089,2019,Holiday Rush,1.0,"Children & Family Movies, Dramas",2.4
1090,2019,Levius,1.0,"Anime Series, International TV Shows",3.5
1091,2019,Lugar de Mulher,0.0,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",2.05
1092,2019,Merry Happy Whatever,1.0,TV Comedies,3.1
1093,2019,Mythomaniac,0.0,"International TV Shows, TV Comedies, TV Dramas",3.4
1094,2001,The Score,0.0,"Dramas, Thrillers",3.4
1095,2017,Brotherhood of Blades II: The Infernal Battlefield,0.0,"Action & Adventure, International Movies",3.35
1096,2019,Broken,1.0,Docuseries,3.65
1097,2008,Defiance,0.0,"Action & Adventure, Dramas",3.6
1098,2019,Evvarikee Cheppoddu,0.0,"Comedies, International Movies, Romantic Movies",3.65
1099,2019,Little Singham: Mahabali,0.0,"Children & Family Movies, Comedies",0.0
1100,2019,The Body Remembers When the World Broke Open,0.0,"Dramas, Independent Movies",3.35
1101,2019,The Irishman,1.0,Dramas,4.0
1102,2018,Bumping Mics with Jeff Ross & Dave Attell,0.0,"Stand-Up Comedy & Talk Shows, TV Comedies",3.85
1103,2015,Minecraft: Story Mode,0.0,Kids' TV,2.7
1104,2018,Operation Red Sea,0.0,"Action & Adventure, International Movies",3.35
1105,2017,Poster Boys,0.0,"Comedies, International Movies",2.75
1106,2019,Mike Birbiglia: The New One,0.0,Stand-Up Comedy,3.85
1107,2019,Super Monsters Save Christmas,0.0,Children & Family Movies,2.15
1108,2019,True: Winter Wishes,0.0,Movies,0.0
1109,2019,Zona Rosa,0.0,"International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows",2.8
1110,2018,Dirty John,0.0,"Crime TV Shows, TV Dramas, TV Mysteries",3.55
1111,2019,Pranaam,0.0,"Action & Adventure, Dramas, International Movies",2.15
1112,2019,What the F* Is Going On?,0.0,"Documentaries, International Movies",0.0
1113,2015,Harold and Lillian: A Hollywood Love Story,0.0,Documentaries,3.95
1114,2018,My Little Pony Friendship Is Magic: Best Gift Ever,0.0,Children & Family Movies,0.0
1115,2017,Perú: Tesoro escondido,0.0,"Documentaries, International Movies",3.05
1116,2016,Beauties of the Night,0.0,"Documentaries, International Movies",0.0
1117,2016,Gilmore Girls: A Year in the Life,1.0,"TV Comedies, TV Dramas, Teen TV Shows",3.85
1118,2016,Michael Che Matters,0.0,Stand-Up Comedy,3.55
1119,2019,Awake,0.0,Thrillers,2.5
1120,1980,Popeye,0.0,"Action & Adventure, Children & Family Movies, Comedies",2.65
1121,2017,Shot Caller,0.0,"Dramas, Thrillers",3.65
1122,2017,Strong Girl Bong-soon,0.0,"Crime TV Shows, International TV Shows, Korean TV Shows",4.1
1123,2017,Bushwick,1.0,"Action & Adventure, Independent Movies",2.6
1124,2017,Cuba and the Cameraman,1.0,Documentaries,4.1
1125,2016,The Girl from the Song,0.0,"Dramas, Independent Movies, International Movies",0.0
1126,2017,The Many Faces of Ito,0.0,"International TV Shows, Romantic TV Shows, TV Dramas",2.7
1127,2017,Trailer Park Boys: Out of the Park: USA,0.0,"International TV Shows, TV Comedies",4.0
1128,1973,Charlotte's Web,0.0,"Children & Family Movies, Classic Movies",0.0
1129,2012,End of Watch,0.0,Action & Adventure,3.8
1130,1987,Hamburger Hill,0.0,"Action & Adventure, Dramas",3.35
1131,2019,Once Upon A Time In Lingjian Mountain,0.0,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",4.05
1132,2002,The Time Machine,0.0,"Action & Adventure, Sci-Fi & Fantasy",0.0
1133,2018,Fugitiva,0.0,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2.8
1134,2017,Bright: The Music Videos,0.0,TV Shows,3.65
1135,2017,Deep,0.0,"Children & Family Movies, Comedies",2.0
1136,2019,Brother,1.0,"Dramas, Independent Movies, International Movies",0.0
1137,2019,Dino Girl Gauko,1.0,"Anime Series, Kids' TV",3.6
1138,2019,Dolly Parton's Heartstrings,1.0,TV Dramas,3.85
1139,2015,Girls und Panzer der Film,0.0,"Action & Adventure, Anime Features, International Movies",3.65
1140,2008,Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal,0.0,Stand-Up Comedy,3.8
1141,2019,Narcoworld: Dope Stories,1.0,"Crime TV Shows, Docuseries",3.2
1142,2019,Nobody's Looking,1.0,"International TV Shows, TV Comedies, TV Dramas",3.95
1143,2019,Shelby American,0.0,"Documentaries, Sports Movies",3.75
1144,2019,Singapore Social,1.0,"International TV Shows, Reality TV",2.3
1145,2018,The Christmas Chronicles,1.0,"Children & Family Movies, Comedies",3.55
1146,2017,Argon,0.0,"International TV Shows, Korean TV Shows, TV Dramas",3.65
1147,2017,Barbra: The Music ... The Mem'ries ... The Magic!,0.0,Music & Musicals,3.75
1148,2017,Godless,1.0,TV Dramas,4.15
1149,2015,Ludo,0.0,"Horror Movies, Independent Movies, International Movies",0.0
1150,2016,Mercy,1.0,"Dramas, Thrillers",0.0
1151,2012,The Land of Cards,0.0,"Dramas, Independent Movies, International Movies",2.9
1152,2002,K-19: The Widowmaker,0.0,"Action & Adventure, Dramas",3.35
1153,2019,Mortel,1.0,"Crime TV Shows, International TV Shows, TV Dramas",3.2
1154,2019,The Knight Before Christmas,1.0,"Children & Family Movies, Comedies, Romantic Movies",2.75
1155,2015,De Palma,0.0,Documentaries,3.7
1156,2018,Oh My Ghost,0.0,"International TV Shows, Romantic TV Shows, TV Comedies",4.05
1157,2018,The Tribe,1.0,"Comedies, International Movies",0.0
1158,2017,Beat Bugs: All Together Now,0.0,"Children & Family Movies, Music & Musicals",3.4
1159,2017,Brian Regan: Nunchucks and Flamethrowers,0.0,Stand-Up Comedy,3.05
1160,2017,Saving Capitalism,1.0,Documentaries,3.4
1161,2017,The Case for Christ,0.0,"Dramas, Faith & Spirituality",3.1
1162,2016,Carlos Ballarta: El amor es de putos,0.0,Stand-Up Comedy,3.5
1163,2013,Adore,0.0,"Dramas, Independent Movies, International Movies",3.1
1164,2019,Bangkok Buddies,0.0,"International TV Shows, TV Comedies, TV Dramas",0.0
1165,2016,Be Somebody,0.0,"Comedies, Dramas, Romantic Movies",2.8
1166,1996,Beavis and Butt-head Do America,0.0,"Comedies, Cult Movies",3.4
1167,1992,Bebe's Kids,0.0,Comedies,2.85
1168,2019,"Bikram: Yogi, Guru, Predator",1.0,Documentaries,3.35
1169,2007,Black Snake Moan,0.0,"Dramas, Independent Movies",0.0
1170,2009,Carriers,0.0,"Horror Movies, Sci-Fi & Fantasy, Thrillers",3.0
1171,2019,Dorasaani,0.0,"Dramas, International Movies, Romantic Movies",3.15
1172,2015,Dream/Killer,0.0,Documentaries,3.75
1173,2001,Evolution,0.0,"Comedies, Sci-Fi & Fantasy",3.05
1174,1996,Eye for an Eye,1.0,"Dramas, Thrillers",0.0
1175,2019,Holiday Secrets,1.0,"International TV Shows, TV Dramas",3.2
1176,2007,Hot Rod,0.0,"Comedies, Sports Movies",3.35
1177,1995,It Takes Two,0.0,"Children & Family Movies, Comedies",2.95
1178,2019,"Lorena, Light-Footed Woman",1.0,"Documentaries, International Movies, Sports Movies",3.6
1179,2014,"Love, Rosie",0.0,"Comedies, International Movies, Romantic Movies",3.6
1180,2019,Mallesham,0.0,"Dramas, Independent Movies, International Movies",4.25
1181,1968,Once Upon a Time in the West,0.0,"Action & Adventure, Classic Movies, International Movies",4.25
1182,2010,She's Out of My League,0.0,"Comedies, Romantic Movies",3.2
1183,1999,Superstar,0.0,Comedies,2.55
1184,2011,The Adventures of Tintin,0.0,Children & Family Movies,3.65
1185,2012,The Devil Inside,0.0,"Horror Movies, Thrillers",2.1
1186,1996,The First Wives Club,0.0,Comedies,3.2
1187,2000,The Gift,1.0,"Dramas, Thrillers",0.0
1188,2009,"The Goods: Live Hard, Sell Hard",0.0,Comedies,2.9
1189,1974,The Longest Yard,0.0,"Classic Movies, Comedies, Sports Movies",0.0
1190,2008,The Love Guru,0.0,"Comedies, Sports Movies",1.9
1191,1997,The Rainmaker,0.0,"Dramas, Thrillers",3.6
1192,1993,What's Eating Gilbert Grape,0.0,"Classic Movies, Dramas, Independent Movies",3.9
1193,2019,Who Killed Little Gregory?,1.0,"Crime TV Shows, Docuseries, International TV Shows",3.75
1194,2006,World Trade Center,0.0,"Action & Adventure, Dramas",2.95
1195,2011,Young Adult,0.0,"Comedies, Dramas, Independent Movies",3.1
1196,2005,"Yours, Mine and Ours",0.0,"Children & Family Movies, Comedies",2.75
1197,2007,Zodiac,0.0,"Cult Movies, Dramas, Thrillers",3.85
1198,2018,Kulipari: Dream Walker,0.0,Kids' TV,3.75
1199,2017,Paap-O-Meter,0.0,"Kids' TV, TV Comedies",0.0
1200,2018,Puppy Star Christmas,0.0,"Children & Family Movies, Comedies",1.7
1201,2018,Sabrina,1.0,"Horror Movies, International Movies",0.0
1202,2018,Target,0.0,"Comedies, Horror Movies, International Movies",0.0
1203,2018,The Final Table,1.0,Reality TV,3.85
1204,2018,Trevor Noah: Son of Patricia,0.0,Stand-Up Comedy,3.6
1205,2014,100 Things to do Before High School,0.0,Movies,3.05
1206,2014,A Fairly Odd Summer,0.0,"Children & Family Movies, Comedies",2.0
1207,2015,Bella and the Bulldogs,0.0,"Kids' TV, TV Comedies",2.6
1208,2012,Big Time Movie,0.0,"Children & Family Movies, Comedies",3.25
1209,2010,Don't Be Afraid of the Dark,0.0,Horror Movies,2.8
1210,2017,Escape from Mr. Lemoncello’s Library,0.0,Children & Family Movies,2.65
1211,2017,Hey Arnold! The Jungle Movie,0.0,"Children & Family Movies, Comedies",3.8
1212,2013,Jinxed,0.0,"Children & Family Movies, Comedies",3.25
1213,2016,LEGENDS OF THE HIDDEN TEMPLE,0.0,Children & Family Movies,2.9
1214,2015,"Liar, Liar, Vampire",0.0,"Children & Family Movies, Comedies",2.9
1215,2011,Shark Night,0.0,Horror Movies,0.0
1216,2010,The Boy Who Cried Werewolf,0.0,"Children & Family Movies, Comedies",3.0
1217,2015,The Massively Mixed-Up Middle School Mystery,0.0,"Children & Family Movies, Comedies",3.65
1218,2018,Ana e Vitória,0.0,"Comedies, International Movies, LGBTQ Movies",3.3
1219,2018,Brainchild,1.0,Kids' TV,3.95
1220,2018,ReMastered: Tricky Dick & The Man in Black,0.0,"Documentaries, Music & Musicals",3.55
1221,2018,The Holiday Calendar,1.0,"Dramas, Romantic Movies",2.85
1222,2018,The Judgement,0.0,"Crime TV Shows, International TV Shows, TV Dramas",3.35
1223,2018,The Other Side of the Wind,1.0,"Dramas, Independent Movies",3.45
1224,2018,They’ll Love Me When I’m Dead,0.0,Documentaries,3.75
1225,2010,Thorne: Scaredy Cat,0.0,"Dramas, International Movies",3.25
1226,2010,Thorne: Sleepyhead,0.0,"Dramas, International Movies",3.4
1227,2019,Iliza Shlesinger: Unveiled,0.0,Stand-Up Comedy,3.15
1228,2019,Miss Culinary,0.0,"International TV Shows, Romantic TV Shows, TV Comedies",0.0
1229,2019,No Time for Shame,1.0,"International TV Shows, Reality TV, Spanish-Language TV Shows",2.65
1230,2012,Donald Glover: Weirdo,0.0,Stand-Up Comedy,3.75
1231,2007,The Pixar Story,0.0,Documentaries,3.9
1232,2017,The Prison,0.0,"Action & Adventure, Dramas, International Movies",0.0
1233,2016,Colin Quinn: The New York Story,0.0,Stand-Up Comedy,3.35
1234,2016,Divines,1.0,"Dramas, Independent Movies, International Movies",3.7
1235,2016,La Niña,0.0,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",4.3
1236,2016,Sour Grapes,0.0,Documentaries,0.0
1237,2015,Naomi and Ely's No Kiss List,0.0,"Comedies, Dramas, LGBTQ Movies",2.75
1238,2009,Splatter,0.0,Horror Movies,0.0
1239,2019,Candy Online,0.0,"International TV Shows, TV Dramas, Teen TV Shows",0.0
1240,2017,Eternal Love,0.0,"International TV Shows, Romantic TV Shows, TV Dramas",4.15
